text,aspek,sentiment,hotel,lokasi,kamar,pelayanan,makanan,harga
automatic door kamar mati,kamar,negative,0,0,-1,0,0,0
saluran_tv sedikit kualitas gambar buruk seperti analog,kamar,negative,0,0,-1,0,0,0
tv semua siaran buruk tidak_ada bersih kecuali iklan hotel,kamar,negative,0,0,-1,0,0,0
brankas kamar macet saat dibuka,kamar,negative,0,0,-1,0,0,0
ada connecting_door aneh,kamar,negative,0,0,-1,0,0,0
kamar payah,kamar,negative,0,0,-1,0,0,0
heran ac kamar,kamar,negative,0,0,-1,0,0,0
air bak mandi sebentar cukup kotor ,kamar,negative,0,0,-1,0,0,0
kelas hotel bintang kamar biasa,kamar,negative,0,0,-1,0,0,0
kamar terlihat tua,kamar,negative,0,0,-1,0,0,0
ada mesin water_heater teh tapi tidak_ada teh cofe hanya ada gelas sama air_mineral,kamar,negative,0,0,-1,0,0,0
tidak_ada hair_dryer kamar,kamar,negative,0,0,-1,0,0,0
tirai sobek tidak_layak_pakai,kamar,negative,0,0,-1,0,0,0
cat tembok kotor area ac,kamar,negative,0,0,-1,0,0,0
amenities tidak_lengkap hanya ada sikat_gigi soap shampo dispenser,kamar,negative,0,0,-1,0,0,0
kamar tidak_kedap_suara terdengar jelas kamar ngobrol,kamar,negative,0,0,-1,0,0,0
kamar tidak_ada teko listrik kopi teh,kamar,negative,0,0,-1,0,0,0
ac tidak_dingin butuh sedikit perbaikan,kamar,negative,0,0,-1,0,0,0
kamar hanya sarung bantal kekecilan bantal keluar,kamar,negative,0,0,-1,0,0,0
lantai kamar_mandi air mengenang,kamar,negative,0,0,-1,0,0,0
toiletries minim ac bocor lampu kedip tv kabel tidak_lengkap rcti tidak_ada,kamar,negative,0,0,-1,0,0,0
fasilitas hanya ada satu orang,kamar,negative,0,0,-1,0,0,0
tidak_ada teko minuman sachet,kamar,negative,0,0,-1,0,0,0
sekadar tisu alat tulis tidak_ada,kamar,negative,0,0,-1,0,0,0
hanya kamar tidak_kedap_suara,kamar,negative,0,0,-1,0,0,0
tolong lebih_diperhatikan fasilitas kamar,kamar,negative,0,0,-1,0,0,0
lantai kamar_mandi bagian shower perlu diganti agar lebih_modern,kamar,negative,0,0,-1,0,0,0
tipe suka nonton tv kamar sayangnya hanya ada siaran nasional masih terbatas,kamar,negative,0,0,-1,0,0,0
ac kamar lama dingin,kamar,negative,0,0,-1,0,0,0
hati_hati kamar banyak kutu kasurnya,kamar,negative,0,0,-1,0,0,0
tidak_kedap_suara kedengeran,kamar,negative,0,0,-1,0,0,0
handuk lebih_parah keset robek bisa dilihat gambar,kamar,negative,0,0,-1,0,0,0
nasib handuk tidak_layak,kamar,negative,0,0,-1,0,0,0
sprei selimut dipasangkan banyak noda kotor nyucinya,kamar,negative,0,0,-1,0,0,0
begitu mandi air keruh,kamar,negative,0,0,-1,0,0,0
diduga air hotel bikin gatal kulit,kamar,negative,0,0,-1,0,0,0
kloset menghadap tembok sulit digunakan lututnya mentok,kamar,negative,0,0,-1,0,0,0
kotor kamar tidak_dibersihkan bawah kasur banyak sampah,kamar,negative,0,0,-1,0,0,0
banyak sarang laba,kamar,negative,0,0,-1,0,0,0
bagian kasur berjamur,kamar,negative,0,0,-1,0,0,0
ac tidak_dingin,kamar,negative,0,0,-1,0,0,0
sprei bau seperti tidak_diganti,kamar,negative,0,0,-1,0,0,0
penginapan kebun_binatang banyak kecoa semut hewan kecil dalam kamar,kamar,negative,0,0,-1,0,0,0
banyak debu jendela kamar,kamar,negative,0,0,-1,0,0,0
tv hanya pajangan,kamar,negative,0,0,-1,0,0,0
kamar apartemen tidak_rekomen,kamar,negative,0,0,-1,0,0,0
ada banyak binatang tomcat,kamar,negative,0,0,-1,0,0,0
kamar banjir,kamar,negative,0,0,-1,0,0,0
kasur handuk apek semua,kamar,negative,0,0,-1,0,0,0
ac berisik,kamar,negative,0,0,-1,0,0,0
kunci diberi hanya satu,kamar,negative,0,0,-1,0,0,0
handuk kumal,kamar,negative,0,0,-1,0,0,0
tidak_yakin kamar sudah steril,kamar,negative,0,0,-1,0,0,0
dapat kamar horor,kamar,negative,0,0,-1,0,0,0
dapat balkon tapi heran ada tomcat takut balkon harus tutup jendela,kamar,negative,0,0,-1,0,0,0
tv kamar gambar tidak_jernih hanya ada saluran_tv nasional,kamar,negative,0,0,-1,0,0,0
fasilitas kamar perlu tingkatkan upgrade ranjang sudah tidak_layak,kamar,negative,0,0,-1,0,0,0
suara musik tembus suara perbaikan samping kedengaran,kamar,negative,0,0,-1,0,0,0
tv berbayar tidak_ada,kamar,negative,0,0,-1,0,0,0
hexos toilet kamar_mandi mati,kamar,negative,0,0,-1,0,0,0
tong sampah kecil rusak,kamar,negative,0,0,-1,0,0,0
kamar banyak hewan kecil bisa membahayakan tamu,kamar,negative,0,0,-1,0,0,0
kamar tidak_rekomen berisi kedengaran jelas kuping tidak_nyenyak ganggu,kamar,negative,0,0,-1,0,0,0
selimut kusam,kamar,negative,0,0,-1,0,0,0
lantai kamar debu,kamar,negative,0,0,-1,0,0,0
tempat sabun cair berkarat tidak_dibersihkan,kamar,negative,0,0,-1,0,0,0
tidak_ada arah kiblat sholat,kamar,negative,0,0,-1,0,0,0
merasakan gatal ada kutu kasur kamar semenjak tidur malam disana badan gatal,kamar,negative,0,0,-1,0,0,0
tidak_kedap_suara,kamar,negative,0,0,-1,0,0,0
kamar tidak_kedap_suara luar,kamar,negative,0,0,-1,0,0,0
kamar_mandi bisa diintip jelas,kamar,negative,0,0,-1,0,0,0
ada kumbang dalam kamar,kamar,negative,0,0,-1,0,0,0
banyak sudut tajam berbahaya anak_kecil dalam kamar,kamar,negative,0,0,-1,0,0,0
kulkas karet kendor,kamar,negative,0,0,-1,0,0,0
setiap_hari mandi ada kecoa,kamar,negative,0,0,-1,0,0,0
menemukan kentang goreng milik orang menempati kamar,kamar,negative,0,0,-1,0,0,0
kamar_mandi ada kecoa kecil,kamar,negative,0,0,-1,0,0,0
kamar tidak_ada telepon tidak_ada menu makanan,kamar,negative,0,0,-1,0,0,0
kasur keras sprei kucel,kamar,negative,0,0,-1,0,0,0
kamar butuh perbaikan,kamar,negative,0,0,-1,0,0,0
air_panas warna kuning,kamar,negative,0,0,-1,0,0,0
meja penuh semut,kamar,negative,0,0,-1,0,0,0
tisu toilet habis,kamar,negative,0,0,-1,0,0,0
buka pintu_kamar teknik tertentu tidak_bisa dibuka,kamar,negative,0,0,-1,0,0,0
teko masak air kotor bau,kamar,negative,0,0,-1,0,0,0
kamar_mandi tidak_nyaman bathtub bikin becek lantai,kamar,negative,0,0,-1,0,0,0
kamar gelap kotor,kamar,negative,0,0,-1,0,0,0
kamar kotor penuh serangga,kamar,negative,0,0,-1,0,0,0
ada noda sofa lampu kotor,kamar,negative,0,0,-1,0,0,0
kamar kotor lubang besar tirai handuk kotor selimut banyak noda,kamar,negative,0,0,-1,0,0,0
kamar bau apek bercak dinding,kamar,negative,0,0,-1,0,0,0
air_panas mati,kamar,negative,0,0,-1,0,0,0
kamar_mandi berkarat berlumut,kamar,negative,0,0,-1,0,0,0
lemari baju debu,kamar,negative,0,0,-1,0,0,0
sprei bantal selimut bau kotor gatal kusam,kamar,negative,0,0,-1,0,0,0
kamar_mandi banjir rembes,kamar,negative,0,0,-1,0,0,0
tempat pengap kotor sprei kotor,kamar,negative,0,0,-1,0,0,0
banyak kutu merah nyamuk,kamar,negative,0,0,-1,0,0,0
kamar penuh sampah kolong kasur kutu busuk,kamar,negative,0,0,-1,0,0,0
kasur hanya matras keras,kamar,negative,0,0,-1,0,0,0
meja penuh bekas rokok,kamar,negative,0,0,-1,0,0,0
pintu balkon tidak_bisa dikunci,kamar,negative,0,0,-1,0,0,0
access card kamar tidak_berfungsi,kamar,negative,0,0,-1,0,0,0
tidak_ada handuk keset,kamar,negative,0,0,-1,0,0,0
karpet kotor debu tebal,kamar,negative,0,0,-1,0,0,0
shower rusak toilet kotor ada bercak darah,kamar,negative,0,0,-1,0,0,0
ada bekas kondom pakai bawah kasur,kamar,negative,0,0,-1,0,0,0
tidak_ada sandal hotel,kamar,negative,0,0,-1,0,0,0
handuk bekas dipakai tamu sebelum,kamar,negative,0,0,-1,0,0,0
pintu_kamar sulit dibuka,kamar,negative,0,0,-1,0,0,0
kondisi kamar perlu diperbarui,kamar,negative,0,0,-1,0,0,0
kamar bau apek sofa kotor dekil teko debu,kamar,negative,0,0,-1,0,0,0
hotel karpet debu,kamar,negative,0,0,-1,0,0,0
dinding lembab,kamar,negative,0,0,-1,0,0,0
bau pengap ruangan lemari,kamar,negative,0,0,-1,0,0,0
kamar seperti lama tidak_ditempati,kamar,negative,0,0,-1,0,0,0
sprei cukup lama kusam banyak bekas kotoran tidak_bisa hilang sudah dicuci,kamar,negative,0,0,-1,0,0,0
kamar tembok sedikit berjamur,kamar,negative,0,0,-1,0,0,0
kamar terkesan suram apek,kamar,negative,0,0,-1,0,0,0
selimut kasur tidak_diganti bau liur,kamar,negative,0,0,-1,0,0,0
wastafel mampet,kamar,negative,0,0,-1,0,0,0
kamar ada bekas puntung rokok,kamar,negative,0,0,-1,0,0,0
tidak_ada stop_kontak ruangan family harus aman tertutup agar balita tidak_tersetrum,kamar,negative,0,0,-1,0,0,0
toiletries tidak_lengkap,kamar,negative,0,0,-1,0,0,0
tidak_nyaman banyak kecoa kecil kecoa jerman lewat setiap_saat,kamar,negative,0,0,-1,0,0,0
kasur gatal sprei kumal,kamar,negative,0,0,-1,0,0,0
kamar_mandi harus diberi pewangi,kamar,negative,0,0,-1,0,0,0
kamar kunci jendela lepas merasa tidak_aman,kamar,negative,0,0,-1,0,0,0
banyak wallpaper kamar terkelupas,kamar,negative,0,0,-1,0,0,0
kasur sedikit menipis,kamar,negative,0,0,-1,0,0,0
remote tv tidak_ada baterainya,kamar,negative,0,0,-1,0,0,0
dispenser tidak_nyala,kamar,negative,0,0,-1,0,0,0
kompor tidak_ada isi gas,kamar,negative,0,0,-1,0,0,0
tidak_ada sikat_gigi pasta_gigi,kamar,negative,0,0,-1,0,0,0
pintu tidak_rapat saat ditutup,kamar,negative,0,0,-1,0,0,0
tidak_ada pendingin ruangan,kamar,negative,0,0,-1,0,0,0
tidak_nyaman hexos fan tidak_berfungsi kamar pengap,kamar,negative,0,0,-1,0,0,0
minus kunci kamar_mandi rusak,kamar,negative,0,0,-1,0,0,0
colokan_listrik hanya satu titik,kamar,negative,0,0,-1,0,0,0
kamar sempit agak sumpek,kamar,negative,0,0,-1,0,0,0
tidak_ada kamar_mandi_dalam,kamar,negative,0,0,-1,0,0,0
tidak_ada gantungan baju alat_mandi,kamar,negative,0,0,-1,0,0,0
kamar_mandi_luar tidak_ada privasi,kamar,negative,0,0,-1,0,0,0
bantal selimut banyak rambut,kamar,negative,0,0,-1,0,0,0
kamar fan panas pengap tidak_ada jendela,kamar,negative,0,0,-1,0,0,0
kamar_mandi jorok,kamar,negative,0,0,-1,0,0,0
colokan charger hp tidak_ada,kamar,negative,0,0,-1,0,0,0
banyak kotoran rayap,kamar,negative,0,0,-1,0,0,0
tidak_pencahayaan kamar malam lampu tidak_terang,kamar,negative,0,0,-1,0,0,0
kamar banyak sarang laba_laba,kamar,negative,0,0,-1,0,0,0
tisu kamar_mandi kosong,kamar,negative,0,0,-1,0,0,0
kamar jadul,kamar,negative,0,0,-1,0,0,0
colokan_listrik terbatas,kamar,negative,0,0,-1,0,0,0
fasilitas kamar tidak_dimaintenance,kamar,negative,0,0,-1,0,0,0
pewangi ruangan tidak_dapat menutupi bau rokok,kamar,negative,0,0,-1,0,0,0
kamar pelit lampu,kamar,negative,0,0,-1,0,0,0
ada noda hitam sprei kamar_utama,kamar,negative,0,0,-1,0,0,0
perlu diganti sprei,kamar,negative,0,0,-1,0,0,0
penerangan dalam kamar cahaya kurang,kamar,negative,0,0,-1,0,0,0
tembok toilet keluar air tembok,kamar,negative,0,0,-1,0,0,0
handuk bau aneh,kamar,negative,0,0,-1,0,0,0
ketel air_panas dalamnya kotor karatan,kamar,negative,0,0,-1,0,0,0
tidak_ada cermin rias dalam kamar,kamar,negative,0,0,-1,0,0,0
ganggang pintu_kamar_mandi copot,kamar,negative,0,0,-1,0,0,0
kamar_mandi tidak_tertutup sempurna,kamar,negative,0,0,-1,0,0,0
handuk sarung bantal dekil,kamar,negative,0,0,-1,0,0,0
kamar tidak_terawat dinding retak,kamar,negative,0,0,-1,0,0,0
shower kamar kadang keluar banyak kadang sedikit,kamar,negative,0,0,-1,0,0,0
pengaturan suhu shower suka mendadak panas,kamar,negative,0,0,-1,0,0,0
closet toilet shower rusak,kamar,negative,0,0,-1,0,0,0
minus kotak deposit brankas,kamar,negative,0,0,-1,0,0,0
sprei robek,kamar,negative,0,0,-1,0,0,0
ac lama dingin tiga_puluh menit,kamar,negative,0,0,-1,0,0,0
dapat kamar bau selokan,kamar,negative,0,0,-1,0,0,0
furniture kamar tua beberapa berlubang,kamar,negative,0,0,-1,0,0,0
kamar_mandi air tergenang lantai,kamar,negative,0,0,-1,0,0,0
kamar lapuk kasur penyok,kamar,negative,0,0,-1,0,0,0
kamar bau kimia,kamar,negative,0,0,-1,0,0,0
banyak tikus berlaris plafon sepanjang malam,kamar,negative,0,0,-1,0,0,0
banyak kotoran binatang bawah tempat_tidur,kamar,negative,0,0,-1,0,0,0
tidak_ada mini fridge kulkas,kamar,negative,0,0,-1,0,0,0
lobi panas ac tidak_terasa kamar_mandi umum panas,kamar,negative,0,0,-1,0,0,0
kunci kamar masalah,kamar,negative,0,0,-1,0,0,0
ada plastik kondom sudah terpakai,kamar,negative,0,0,-1,0,0,0
bau menyengat toilet,kamar,negative,0,0,-1,0,0,0
binatang mati kaki_seribu dua hari masih ada,kamar,negative,0,0,-1,0,0,0
bantal bercak kuning,kamar,negative,0,0,-1,0,0,0
ada dua kartu passcode sama bisa membuka kamar tidak_aman ganggu privasi,kamar,negative,0,0,-1,0,0,0
banyak rambut kamar debu,kamar,negative,0,0,-1,0,0,0
sprei lengket jorok seperti bekas tamu pijat tidak_diganti,kamar,negative,0,0,-1,0,0,0
kamar bangsal bau fasilititas usang rusak,kamar,negative,0,0,-1,0,0,0
jendela langsung tembok tidak_ada pemandangan,kamar,negative,0,0,-1,0,0,0
balkon banyak kotoran hewan,kamar,negative,0,0,-1,0,0,0
kamar_mandi air menggenang,kamar,negative,0,0,-1,0,0,0
tidak_ada colokan_listrik,kamar,negative,0,0,-1,0,0,0
udara lorong depan kamar pengap tidak_segar udara,kamar,negative,0,0,-1,0,0,0
bawah kasur banyak sampah,kamar,negative,0,0,-1,0,0,0
sarung bantal tidak_layak robek,kamar,negative,0,0,-1,0,0,0
kamar_mandi keadaan becek,kamar,negative,0,0,-1,0,0,0
tidak_ada fasilitas water_heater,kamar,negative,0,0,-1,0,0,0
shower tidak_hangat,kamar,negative,0,0,-1,0,0,0
kamar_mandi hanya ada sabun,kamar,negative,0,0,-1,0,0,0
ukuran kamar lebih_kecil,kamar,negative,0,0,-1,0,0,0
remote ac tidak_berfungsi,kamar,negative,0,0,-1,0,0,0
handuk bau apek,kamar,negative,0,0,-1,0,0,0
kamar_mandi ada rasa ketika kumur,kamar,negative,0,0,-1,0,0,0
colokan hanya satu bawah tv,kamar,negative,0,0,-1,0,0,0
tembok kamar kotor selimut kuning,kamar,negative,0,0,-1,0,0,0
pintu balkon tidak_bisa dibuka,kamar,negative,0,0,-1,0,0,0
kaca jendela tidak_rapat,kamar,negative,0,0,-1,0,0,0
air kran kloset tidak_keluar,kamar,negative,0,0,-1,0,0,0
telepon meja mati,kamar,negative,0,0,-1,0,0,0
tidak_dapat guling,kamar,negative,0,0,-1,0,0,0
aroma sprei terlalu wangi bikin pusing,kamar,negative,0,0,-1,0,0,0
habis mandi becek tidak_ada keset,kamar,negative,0,0,-1,0,0,0
pintu tembok kamar perlu perbaikan dibersihkan,kamar,negative,0,0,-1,0,0,0
kamar_mandi closet rusak ada binatang kaki seribu toilet,kamar,negative,0,0,-1,0,0,0
kamar tidak_terawat baik,kamar,negative,0,0,-1,0,0,0
pintu kamar_mandi buruk sabun tidak_ada handuk tidak_ada sprei tidak_diganti,kamar,negative,0,0,-1,0,0,0
sprei banyak tungau,kamar,negative,0,0,-1,0,0,0
kamar_mandi ada cacing kelabang,kamar,negative,0,0,-1,0,0,0
kamar perlu renovasi banyak cat mengelupas lembab,kamar,negative,0,0,-1,0,0,0
kamar tembok ngelupa tidak_terawat kotor,kamar,negative,0,0,-1,0,0,0
toilet kotor seperti toilet_umum,kamar,negative,0,0,-1,0,0,0
kebersihan balkon kamar_mandi harus ditingkatkan,kamar,negative,0,0,-1,0,0,0
lampu mati toilet tidak_terawat,kamar,negative,0,0,-1,0,0,0
kualitas kamar kamar_mandi tidak_nyaman,kamar,negative,0,0,-1,0,0,0
kondisi kamar gelap banyak nyamuk kamar_mandi kotor,kamar,negative,0,0,-1,0,0,0
kekurangan tidak_ada keset kamar_mandi,kamar,negative,0,0,-1,0,0,0
air kamar_mandi tergenang,kamar,negative,0,0,-1,0,0,0
kamar bunyi tikus,kamar,negative,0,0,-1,0,0,0
handuk bau jamur shower bocor,kamar,negative,0,0,-1,0,0,0
air deras lancar,kamar,negative,0,0,-1,0,0,0
ac model jadul panas shower jet rusak heater lama panas,kamar,negative,0,0,-1,0,0,0
kamar pengap kotor tidak_nyaman,kamar,negative,0,0,-1,0,0,0
kamar nyaman tidak_sempit,kamar,negative,0,0,-1,0,0,0
kamar ranjang bau,kamar,negative,0,0,-1,0,0,0
sprei selimut sarung bantal warna mengerikan,kamar,negative,0,0,-1,0,0,0
kamar_mandi model lama tv tabung,kamar,negative,0,0,-1,0,0,0
lokasi strategis dekat monas stasiun gambir pasar stasiun tanah abang,kamar,negative,0,0,-1,0,0,0
termos air rusak mati,kamar,negative,0,0,-1,0,0,0
saluran pembuangan_air shower wastafel tidak_lancar air menggenang lama,kamar,negative,0,0,-1,0,0,0
kamar kotor ada kecoa,kamar,negative,0,0,-1,0,0,0
mengerikan kondisi ruangan tidak_terawat banyak debu,kamar,negative,0,0,-1,0,0,0
kran bathtub kuning butuh dua tiga menit dibuang baru bening,kamar,negative,0,0,-1,0,0,0
ac bocor bersuara keras,kamar,negative,0,0,-1,0,0,0
lampu dapur kamar berkedip,kamar,negative,0,0,-1,0,0,0
ac kamar rusak tidak_dingin,kamar,negative,0,0,-1,0,0,0
ac berisik mengganggu tidur,kamar,negative,0,0,-1,0,0,0
ac sempat mengalami kebocoran mengganggu,kamar,negative,0,0,-1,0,0,0
kamar perlu renovasi,kamar,negative,0,0,-1,0,0,0
kamar homey kebersihan kurang,kamar,negative,0,0,-1,0,0,0
sofa lantai kotor,kamar,negative,0,0,-1,0,0,0
peralatan sendok water_heater tidak_ada,kamar,negative,0,0,-1,0,0,0
kondisi bathtub tua,kamar,negative,0,0,-1,0,0,0
perabotan kamar lama,kamar,negative,0,0,-1,0,0,0
kamar_utama ac tidak_dingin,kamar,negative,0,0,-1,0,0,0
balkon dikunci tidak_bisa dibuka,kamar,negative,0,0,-1,0,0,0
tidak_ada karpet ruang tv keluarga,kamar,negative,0,0,-1,0,0,0
tidak_ada tv kamar_utama disayangkan,kamar,negative,0,0,-1,0,0,0
flush toilet macet,kamar,negative,0,0,-1,0,0,0
fasilitas kamar memadai,kamar,negative,0,0,-1,0,0,0
interior kamar banyak lampu mati,kamar,negative,0,0,-1,0,0,0
kondisi kamar perabotan tua menimbulkan kesan angker,kamar,negative,0,0,-1,0,0,0
kamar model tua,kamar,negative,0,0,-1,0,0,0
alat_mandi tidak_lengkap tidak_ada sikat_gigi,kamar,negative,0,0,-1,0,0,0
toilet ruang nonton tv kotor banyak kotoran rambut,kamar,negative,0,0,-1,0,0,0
ada sedikit kotoran sisa tamu sela tempat_tidur,kamar,negative,0,0,-1,0,0,0
tirai berlubang kamar,kamar,negative,0,0,-1,0,0,0
bathtub bocor toilet air menggenang,kamar,negative,0,0,-1,0,0,0
kulkas tidak_berfungsi,kamar,negative,0,0,-1,0,0,0
dapat ruangan kotor banyak kecoa,kamar,negative,0,0,-1,0,0,0
ac kuno,kamar,negative,0,0,-1,0,0,0
air mandi asin,kamar,negative,0,0,-1,0,0,0
pemandangan nyaman,lokasi,positive,0,1,0,0,0,0
pemandangan kota baik,lokasi,positive,0,1,0,0,0,0
hotel nyaman sunyi,lokasi,positive,0,1,0,0,0,0
nyaman suasana tenang,lokasi,positive,0,1,0,0,0,0
tempat sejuk,lokasi,positive,0,1,0,0,0,0
tenang,lokasi,positive,0,1,0,0,0,0
suasana rumah tenang,lokasi,positive,0,1,0,0,0,0
pemandangan baik,lokasi,positive,0,1,0,0,0,0
suasana tenang asri,lokasi,positive,0,1,0,0,0,0
suasana tenang pedesaan,lokasi,positive,0,1,0,0,0,0
lingkungan sejuk hijau terawat,lokasi,positive,0,1,0,0,0,0
menyajikan pemandangan kota indah siang citylight malam,lokasi,positive,0,1,0,0,0,0
suasana asik,lokasi,positive,0,1,0,0,0,0
tempat menarik,lokasi,positive,0,1,0,0,0,0
tempat asri nuansa klasik,lokasi,positive,0,1,0,0,0,0
pemandangan luar_biasa,lokasi,positive,0,1,0,0,0,0
suasana dalam luar hotel damai,lokasi,positive,0,1,0,0,0,0
suasana hijau,lokasi,positive,0,1,0,0,0,0
suasana hijau tenang,lokasi,positive,0,1,0,0,0,0
ruang terbuka luas sejuk asri,lokasi,positive,0,1,0,0,0,0
tempat menyatu alam,lokasi,positive,0,1,0,0,0,0
pemandangan tawarkan bisa bikin relaks pikiran,lokasi,positive,0,1,0,0,0,0
hotel menawarkan kesejukan kenyamanan,lokasi,positive,0,1,0,0,0,0
banyak jual oleh_oleh sekitar hotel,lokasi,positive,0,1,0,0,0,0
hotel tenang suara kendaraan,lokasi,positive,0,1,0,0,0,0
tempat nyaman tenang menginap jogja,lokasi,positive,0,1,0,0,0,0
lokasi gejayan dekat berbagai fasilitas kuliner,lokasi,positive,0,1,0,0,0,0
tempat strategis dekat,lokasi,positive,0,1,0,0,0,0
dekat pusat perbelanjaan,lokasi,positive,0,1,0,0,0,0
lokasi mudah ditemukan,lokasi,positive,0,1,0,0,0,0
sekitar lingkup hotel ada toko roti bakpia kafe,lokasi,positive,0,1,0,0,0,0
lokasi dekat kemana_mana,lokasi,positive,0,1,0,0,0,0
lokasi strategis,lokasi,positive,0,1,0,0,0,0
lokasi dekat kampus,lokasi,positive,0,1,0,0,0,0
strategis nyaman,lokasi,positive,0,1,0,0,0,0
lokasi dekat kampus dekat hartono_mall,lokasi,positive,0,1,0,0,0,0
lokasi oke,lokasi,positive,0,1,0,0,0,0
lokasi mudah ditemukan dekat uny,lokasi,positive,0,1,0,0,0,0
lokasi pas sesuai,lokasi,positive,0,1,0,0,0,0
cukup dekat ugm,lokasi,positive,0,1,0,0,0,0
lokasi strategis memudahkan berpergian menginap,lokasi,positive,0,1,0,0,0,0
transportasi mudah,lokasi,positive,0,1,0,0,0,0
lokasi strategis dekat keramaian,lokasi,positive,0,1,0,0,0,0
banyak tempat_kuliner lokasi hotel,lokasi,positive,0,1,0,0,0,0
hotel pusat_kota,lokasi,positive,0,1,0,0,0,0
lokasi dekat mirota gejayan tempat_kuliner,lokasi,positive,0,1,0,0,0,0
akses kemana_mana mudah,lokasi,positive,0,1,0,0,0,0
mudah mencari lokasi hotel,lokasi,positive,0,1,0,0,0,0
dekat indomaret,lokasi,positive,0,1,0,0,0,0
dekat bandara,lokasi,positive,0,1,0,0,0,0
hotel tenang jauh lalu_lintas,lokasi,positive,0,1,0,0,0,0
mall dekat jalan_kaki,lokasi,positive,0,1,0,0,0,0
lokasi strategis jauh keramaian kota,lokasi,positive,0,1,0,0,0,0
lokasi pilihan makanan cukup dekat menjadi nilai_plus,lokasi,positive,0,1,0,0,0,0
jarak dekat,lokasi,positive,0,1,0,0,0,0
lokasi mudah didapat,lokasi,positive,0,1,0,0,0,0
dekat transmart,lokasi,positive,0,1,0,0,0,0
akses mudah,lokasi,positive,0,1,0,0,0,0
banyak kuliner murah sekitar hotel,lokasi,positive,0,1,0,0,0,0
mudah cari makanan dekat hotel,lokasi,positive,0,1,0,0,0,0
lokasi jauh jalan_raya tenang,lokasi,positive,0,1,0,0,0,0
lokasi mudah cari,lokasi,positive,0,1,0,0,0,0
dekat tempat_makan,lokasi,positive,0,1,0,0,0,0
jarak tempu tempat_wisata dekat,lokasi,positive,0,1,0,0,0,0
dekat tempat jualan makanan hotel,lokasi,positive,0,1,0,0,0,0
akses enak,lokasi,positive,0,1,0,0,0,0
tempat mudah dijangkau,lokasi,positive,0,1,0,0,0,0
hotel depan mall,lokasi,positive,0,1,0,0,0,0
dekat hotel jual banyak makanan,lokasi,positive,0,1,0,0,0,0
letak hotel enak tidak_terjebak macet,lokasi,positive,0,1,0,0,0,0
strategis tempat_wisata,lokasi,positive,0,1,0,0,0,0
mudah dijangkau,lokasi,positive,0,1,0,0,0,0
mudah cari makanan murah,lokasi,positive,0,1,0,0,0,0
ada jejeran kuliner kaki_lima hotel,lokasi,positive,0,1,0,0,0,0
lokasi hotel gabung tempat perbelanjaan memberikan nilai_plus,lokasi,positive,0,1,0,0,0,0
akses mudah langsung melewati tol,lokasi,positive,0,1,0,0,0,0
akses langsung mall,lokasi,positive,0,1,0,0,0,0
hotel terhubung mall,lokasi,positive,0,1,0,0,0,0
senang lokasi pusat jogja cari makanan mudah tinggal keluar gerbang berjejer,lokasi,positive,0,1,0,0,0,0
lokasi kota mudah bantu aktifitas liburan,lokasi,positive,0,1,0,0,0,0
dekat alun_alun_selatan jalan_kaki,lokasi,positive,0,1,0,0,0,0
sebelah hotel ada rumah_makan,lokasi,positive,0,1,0,0,0,0
mudah cari makanan lokasi,lokasi,positive,0,1,0,0,0,0
bukan_daerah macet,lokasi,positive,0,1,0,0,0,0
cocok menginap menunggu jadwal kereta,lokasi,positive,0,1,0,0,0,0
dekat stasiun tugu,lokasi,positive,0,1,0,0,0,0
dekat malioboro,lokasi,positive,0,1,0,0,0,0
dekat pusat_kota,lokasi,positive,0,1,0,0,0,0
seberang hotel ada minimarket,lokasi,positive,0,1,0,0,0,0
jalan kiri hotel variasi kuliner,lokasi,positive,0,1,0,0,0,0
jalan sedikit malioboro,lokasi,positive,0,1,0,0,0,0
bisa jalan_kaki stasiun,lokasi,positive,0,1,0,0,0,0
dekat kuliner dua_empat_jam,lokasi,positive,0,1,0,0,0,0
sebelah mall,lokasi,positive,0,1,0,0,0,0
dekat terminal,lokasi,positive,0,1,0,0,0,0
bukan_jalan_utama dekat,lokasi,positive,0,1,0,0,0,0
hotel mudah dicari,lokasi,positive,0,1,0,0,0,0
tempat mudah dicari,lokasi,positive,0,1,0,0,0,0
tepat depan kompleks terminal jombor,lokasi,positive,0,1,0,0,0,0
depan lokasi banyak jajanan,lokasi,positive,0,1,0,0,0,0
depan ada minimarket dua_empat_jam,lokasi,positive,0,1,0,0,0,0
dekat kafe hits tempat_makan enak murah,lokasi,positive,0,1,0,0,0,0
banyak tempat cari makan,lokasi,positive,0,1,0,0,0,0
dekat ringroad,lokasi,positive,0,1,0,0,0,0
lokasi pinggir_jalan_utama,lokasi,positive,0,1,0,0,0,0
tidak_ketakutan cari tempat_makan kopi,lokasi,positive,0,1,0,0,0,0
sebelah warung,lokasi,positive,0,1,0,0,0,0
dekat halte,lokasi,positive,0,1,0,0,0,0
lokasi mudah stasiun bisa naik ojol,lokasi,positive,0,1,0,0,0,0
akses dekat monas plaza,lokasi,positive,0,1,0,0,0,0
mudah cari,lokasi,positive,0,1,0,0,0,0
mudah cari makan luar banyak jual makanan,lokasi,positive,0,1,0,0,0,0
dekat naik transjakarta,lokasi,positive,0,1,0,0,0,0
